,formula,element,H_length,spacegroup.number,density,formation_energy,volume,energy,energy_per_atom,nsites,nelements,e_above_hull,atomic_radius,covalent_radius,H_and_X_ar,H_and_X_cr,electronegativity_Pauling,electronegativity_Pauling_abs,electronegativity_Pauling_pow2,total_magnetization
221,Mo(HO2)2,O,0.982036795,1,3.260556786,-1.65958021,164.9596055,-84.78766361,-6.056261686,14,3,0.088814597,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
222,H5BrO2,O,0.986338997,1,2.138885731,-1.146270224,363.1565482,-141.9884103,-4.437137822,32,3,0.011752224,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
223,GaHO2,O,0.979705797,43,5.127364388,-1.705150103,133.0794799,-86.31903172,-5.394939483,16,3,0.239938087,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,7.50E-08
224,H4N2O3,O,0.981745697,5,1.21210167,-0.451202249,109.6567471,-45.66170767,-5.073523074,9,3,0.624223146,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0094865
225,Y(HO)3,O,0.973084294,173,3.745267848,-2.301053725,124.0796141,-90.05931424,-6.43280816,14,3,0.021353028,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,3.00E-07
226,Al(HO)3,O,0.975290723,14,2.424544489,-2.092986999,427.3890027,-326.8215297,-5.836098744,56,3,0.040434726,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
227,Sr(H8O5)2,O,0.973043723,9,1.842120476,-1.463338998,475.4871422,-270.984151,-5.018225018,54,3,0.035151935,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
228,Sr(H2O3)2,O,0.980139879,9,2.828199519,-1.048263025,220.3501544,-109.982348,-4.999197635,22,3,0.3847449,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
229,H7NO6,O,0.97477336,4,1.42607242,-1.239851048,545.2191868,-293.8501452,-5.247324021,56,3,0.02282501,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,5.00E-08
230,Ba(H2O3)2,O,0.982961349,5,2.924734977,-1.356103271,269.5201575,-110.5380925,-5.024458751,22,3,0.066268293,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.1189011
231,H5NO,O,0.975943099,19,0.902360373,-0.904338038,257.9675337,-138.9087489,-4.961026747,28,3,0.003761316,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
232,Te(HO)6,O,0.98532523,42,2.970902178,-1.297747361,128.3559259,-64.92642941,-4.994340724,13,3,0.088778384,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,4.90E-06
233,NaHO,O,0.971288247,6,1.939829971,-1.540839313,68.47689075,-26.84028615,-4.473381025,6,3,0.070490013,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
234,Ba(H2O3)2,O,0.982953442,1,2.81875991,-1.348056714,279.65313,-110.3610683,-5.016412195,22,3,0.07431485,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0180233
235,Si2H2O5,O,0.993145888,5,1.890265098,-2.612917237,242.780477,-124.1416742,-6.896759679,18,3,0.035316304,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
236,MnHO2,O,1.04265251,31,4.118510954,-1.782922049,141.833544,-105.3744485,-6.585903029,16,3,0.005546741,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
237,V3H5O8,O,0.983097869,1,3.207659277,-1.832691563,147.983517,-101.6881406,-6.355508786,16,3,0.151723895,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.1725182
238,H7NO6,O,0.97477336,4,1.421673282,-1.181873449,546.9062792,-290.6033997,-5.189346423,56,3,0.080802609,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
239,SbHO3,O,0.976195688,141,3.893746497,-1.619932359,291.3018061,-112.8215778,-5.64107889,20,3,0.027922699,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.04E-05
240,Sc(HO)3,O,0.986546328,148,2.565595532,-2.299262025,248.4804852,-179.5340387,-6.411929953,28,3,0.014700247,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,8.88E-06
241,H5ClO6,O,0.989930485,19,1.683355426,-1.029919792,538.5564549,-221.1422584,-4.607130384,48,3,0.031437642,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
242,Ca(H8O5)2,O,0.996837894,9,1.698211532,-1.49061995,422.805929,-273.0772853,-5.056986765,54,3,0.003228052,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,3.13E-05
243,MnHO2,O,1.026521111,62,3.956587136,-1.784059117,147.6380994,-105.3926416,-6.587040097,16,3,0.004409672,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.50E-08
244,Ca(H8O5)2,O,0.978285503,1,1.689925759,-1.477939209,424.878963,-272.3925253,-5.044306024,54,3,0.015908793,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.84E-05
245,Sr(H8O5)2,O,0.968413943,1,1.917913884,-1.476551512,456.6965223,-271.6976267,-5.031437532,54,3,0.021939421,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,4.85E-06
246,Ba(H8O5)2,O,0.976340945,1,2.09761939,-1.455675175,496.2699318,-271.0292837,-5.019060809,54,3,0.038386456,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,5.00E-07
247,As3HO6,O,1.055404869,14,3.437646902,-1.604203292,621.7162409,-234.9251463,-5.873128658,40,3,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,6.70E-06
248,PH3O4,O,0.992751643,14,2.018176493,-1.934582898,322.5185282,-190.3672836,-5.948977613,32,3,0.010656332,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
249,Al(HO)3,O,0.975290723,14,2.401136582,-2.110037314,431.5554803,-327.7763473,-5.85314906,56,3,0.02338441,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
250,Al(HO)3,O,0.970850424,8,2.375491696,-2.096210726,109.0535964,-81.75051461,-5.839322472,14,3,0.037210998,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
251,H2W2O7,O,0.974546736,1,5.435001081,-1.72834849,294.3395377,-144.8504359,-6.584110721,22,3,0.231963468,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,7.90E-06
252,Al(HO)3,O,0.977515382,7,2.415247788,-2.09275183,429.034096,-326.8083603,-5.835863576,56,3,0.040669894,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
253,BaH4O3,O,0.969976561,2,3.460803744,-1.849775572,181.7119102,-84.82623692,-5.301639808,16,3,0.009932584,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.00019115
254,Ni(HO)2,O,0.967415335,166,2.445627164,-1.220288718,251.7888105,-98.7522786,-4.93761393,20,3,0.027890656,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
255,ReH3O5,O,0.987053981,1,4.066890646,-1.721363174,219.8550942,-117.7686662,-6.542703675,18,3,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
256,Mo2H2O7,O,0.985704377,4,3.92982022,-1.716973165,258.5080519,-139.4302134,-6.337736972,22,3,0.129518784,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,6.71E-05
257,ReH3O5,O,0.987053981,1,3.894205172,-1.656585396,229.6043959,-116.6026662,-6.477925898,18,3,0.064777777,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
258,H2WO5,O,0.987877149,14,5.25776887,-1.491710976,335.8527954,-192.9944598,-6.031076868,32,3,0.116385735,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.06E-05
259,Ba(HO)2,O,0.985679371,14,4.315958072,-2.100968613,527.3814965,-219.1569453,-5.478923632,40,3,0.024522726,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
260,Ba(HO)2,O,0.975165674,1,4.331385318,-2.077120109,525.5031035,-218.2030051,-5.455075128,40,3,0.04837123,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.25E-08
261,VHO3,O,0.970091491,1,2.545223543,-1.954011733,260.8288946,-132.5885916,-6.629429581,20,3,0.069270547,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
262,Si2H2O3,O,0.978550153,1,1.799214472,-1.555240144,980.0080891,-409.4993205,-5.849990293,70,3,0.593126524,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
272,GaHO2,O,0.978778068,62,4.990362102,-1.94508819,136.7329609,-90.15804112,-5.63487757,16,3,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
274,H2O,O,0.993146842,20,1.219161162,-1.320755789,98.14970213,-58.74962464,-4.895802053,12,2,0.067949495,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
277,CsHO,O,0.970609779,19,3.82855445,-1.518736868,260.0835911,-51.74806042,-4.312338368,12,3,0.030045265,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
286,H2O,O,0.99641144,36,1.165012668,-1.286267819,102.7115913,-58.335769,-4.861314083,12,2,0.102437465,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
287,H(CO)2,O,1.102565999,6,1.779719274,-0.929739603,425.67367,-278.6664421,-6.966661051,40,3,0.288017628,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,9.88E-07
288,Cr2HO4,O,1.213702037,10,4.500815704,-2.017344276,62.35033111,-49.62390341,-7.089129059,7,3,0.03005413,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,5.0000038
292,H2O,O,0.97072514,1,1.12337935,-0.918907315,372.8135713,-188.7460503,-4.493953579,42,2,0.469797969,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.017080693
293,H2O,O,0.973055882,9,0.861840208,-1.305069234,138.8427969,-58.56138598,-4.880115498,12,2,0.08363605,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
296,BHO2,O,0.990629747,62,1.693331879,-2.301916509,515.6300662,-331.4174913,-6.90453107,48,3,0.002707022,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
299,H7O4,O,1.199370848,72,1.377047026,-0.573041025,171.3617313,-91.92853956,-4.17856998,22,2,0.752541292,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.2012668
300,H2O,O,0.991259927,92,1.186822236,-1.369508687,302.4723534,-178.0039782,-4.944554951,36,2,0.019196597,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
304,H2O,O,0.988034189,141,1.55535459,-1.32441838,76.93442106,-58.79357573,-4.899464644,12,2,0.064286904,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
305,H2O,O,0.99641144,36,0.958091435,-1.388705284,124.8944522,-59.56501858,-4.963751548,12,2,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
311,H2O,O,1.006017182,185,1.003754958,-1.387774867,357.6379993,-178.6615607,-4.962821131,36,2,0.000930417,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
317,H2S2O7,O,0.985228407,15,1.872620344,-1.580300905,1263.731733,-484.2273703,-5.502583754,88,3,0.128360415,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,4.93E-05
322,CoHO2,O,1.210900101,194,4.302495189,-1.32895806,70.96805326,-44.56243527,-5.570304409,8,3,0.084992876,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,3.80E-06
323,MoH4O5,O,0.98010024,14,2.821021515,-1.497248185,1694.961376,-903.5902557,-5.647439098,160,3,0.143239764,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.499502863
325,HoHO2,O,0.996876725,62,6.774618736,-3.044162637,194.0668449,-113.9605081,-7.122531754,16,3,0.017379435,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.75E-07
326,DyHO2,O,1.22597598,194,6.523231587,-2.959234815,99.53550635,-56.3495874,-7.043698425,8,3,0.073316277,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,4.43E-05
327,RbHO,O,0.972718047,62,3.117550047,-1.518645579,218.3303822,-52.08749176,-4.340624313,12,3,0.050795522,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
329,AgH9O5,O,0.975127672,19,2.276728549,-1.203936938,574.5454684,-285.1101617,-4.751836029,60,3,0.078664963,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.10E-05
330,AgH3O2,O,0.991715649,61,4.00508874,-1.02801902,473.9486274,-217.6894728,-4.53519735,48,3,0.095427806,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
331,La(HO)3,O,0.970800521,14,2.970758508,-2.245171357,849.2969485,-344.867304,-6.158344713,56,3,0.064418047,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.27E-05
333,Ag(H7O4)2,O,0.982776787,14,2.065207117,-1.238030106,803.9726748,-442.5154341,-4.80995037,92,3,0.069290731,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.00614525
345,H2O,O,1.208970375,72,1.203499667,-0.420230175,198.8539063,-95.88663453,-3.995276439,24,2,0.96847511,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0015613
353,CuHO2,O,1.209910294,12,4.03345777,-1.028633015,39.74991333,-19.94480633,-4.986201583,4,3,0.018357088,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,7.43E-05
354,CuHO2,O,1.065570226,31,4.368258173,-1.037589422,73.40664879,-39.96126391,-4.995157989,8,3,0.009400682,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,7.00E-07
355,NiHO2,O,0.983298284,156,4.329114673,-0.954553603,35.17385803,-19.16510381,-4.791275953,4,3,0.087742318,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.0008595
356,MnHO2,O,1.058100914,8,3.789258182,-1.775718793,77.0788076,-52.62959818,-6.578699773,8,3,0.012749997,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
357,Mn3HO6,O,0.987021332,8,4.428744114,-1.783915277,98.16774122,-68.9954512,-6.89954512,10,3,0.023720212,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,10.0000001
358,Mn2HO4,O,1.00305516,9,4.34999408,-1.419731103,400.5492053,-270.7333734,-6.4460327,42,3,0.382428186,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.653119617
359,Mn3(HO3)2,O,1.00302088,12,4.220036159,-1.784818785,103.4193816,-74.02904173,-6.729912885,11,3,0.012362141,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,10.9963975
377,TbHO2,O,0.973198324,11,6.916818288,-3.04125605,92.1553004,-57.0609158,-7.132614475,8,3,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.00E-07
381,Mn12HO24,O,0.980696405,7,4.580963028,-1.796779697,757.0539393,-522.7736651,-7.064508988,74,3,0.020180132,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,37.0296159
382,Mn2HO4,O,0.974630621,86,3.684708832,-1.166463723,630.4927568,-376.4630728,-6.722554871,56,3,0.105906014,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,4.2029691
387,Mn2HO4,O,0.975295117,1,3.679973993,-1.452818424,631.3039804,-362.8307212,-6.479120021,56,3,0.349340865,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,7.000000025
388,SmHO2,O,0.970044972,11,6.199401174,-2.97684722,98.23130549,-56.71227791,-7.089034739,8,3,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,7.70E-06
396,InHO2,O,1.214831143,205,6.258082219,-1.733055121,156.8971114,-85.65988725,-5.353742953,16,3,0.049067436,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,5.75E-07
400,Ta2H4O7,O,0.973401955,43,5.016221957,-2.354794481,316.4175551,-194.0129755,-7.462037519,26,3,0.090973527,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,7.40E-06
401,V3(H3O5)2,O,0.97341323,1,2.172241858,-1.844733107,487.5052753,-238.2921444,-6.270845905,38,3,0.051053415,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.22E-05
403,Sr(H8O5)2,O,0.973043723,9,1.84036311,-1.459939537,475.9411858,-270.80058,-5.014825556,54,3,0.038551397,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,6.50E-07
404,Sr(H8O5)2,O,0.975181479,5,1.629277315,-1.435520268,268.8015701,-134.7409698,-4.990406287,27,3,0.062970666,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.98E-05
405,Sr(H8O5)2,O,0.968413943,1,1.559369978,-1.440185674,280.8520791,-134.8669357,-4.995071693,27,3,0.05830526,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
406,Sr(H8O5)2,O,0.968413943,1,1.929424265,-1.46423881,453.9720044,-271.0327408,-5.019124829,54,3,0.034252124,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.00020955
407,Si2H2O3,O,0.97883586,9,1.714700009,-1.476738255,1028.310915,-404.0041882,-5.771488403,70,3,0.671628414,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
409,P(HO)3,O,1.019820609,33,1.645090158,-1.573683154,662.1263819,-311.0821946,-5.55503919,56,3,0.11729082,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
415,H4SO5,O,0.992563579,19,2.012602698,-1.602548705,383.1421354,-214.7430036,-5.368575091,40,3,0.014590648,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
416,H2W2O7,O,0.977109188,46,6.04516206,-1.694980128,264.6307393,-144.1163319,-6.55074236,22,3,0.265331829,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.06E-05
417,H6N4O9,O,0.97679389,4,1.518961455,-0.936579657,450.5521719,-214.5086229,-5.644963759,38,3,0.118002609,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
418,H5NO,O,0.996537288,61,0.993137669,-0.908099353,937.5525163,-556.056263,-4.964788062,112,3,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
419,Ge7H18O23,O,0.977073004,1,3.09233406,-1.62393546,480.3922747,-266.2370492,-5.546605191,48,3,0.071184142,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0018096
421,Ca(H8O5)2,O,0.978285503,1,1.529208578,-1.437504309,469.5330084,-270.2090407,-5.003871124,54,3,0.056343694,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
422,FeHO2,O,0.968345664,1,3.518872585,-1.485048145,670.8593475,-354.4259171,-5.537904954,64,3,0.543991969,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.2523393
423,Fe8H10O17,O,0.967630583,1,3.471543505,-1.54201383,697.239921,-409.5018063,-5.850025804,70,3,0.136030087,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.99950855
424,Fe8H10O17,O,0.967630583,1,3.55910614,-1.237509043,680.0861293,-387.5537449,-5.536482069,70,3,0.449573822,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,5.99502055
425,Ca(H8O5)2,O,0.978285503,1,1.573231544,-1.461851731,456.3942968,-271.5238015,-5.028218546,54,3,0.031996271,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.71E-05
426,FeHO2,O,0.968345664,1,2.972681119,-1.528903399,794.1210214,-352.0617075,-5.500964179,64,3,0.580932744,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.374829531
427,Ba(H8O5)2,O,0.976192361,9,2.160022158,-1.469984933,481.9327559,-271.8020106,-5.033370566,54,3,0.024076698,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
428,Ba(H8O5)2,O,0.976340945,1,2.066990856,-1.454285735,503.6236269,-270.9542539,-5.017671369,54,3,0.039775896,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
429,Fe8H10O17,O,0.967630583,1,3.496050916,-1.555503172,692.3522504,-411.4692348,-5.878131926,70,3,0.107923965,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.99940095
430,Fe8H10O17,O,0.967630583,1,3.537265377,-1.563218641,684.2853055,-387.8459277,-5.54065611,70,3,0.445399781,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.94113965
431,Fe8H10O17,O,0.967630583,1,3.544504001,-1.571516839,682.8878508,-389.3511842,-5.562159774,70,3,0.423896117,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.15162655
432,Ba(H9O5)2,O,0.975404717,14,1.616531323,-0.955129784,1296.207889,-521.5585967,-4.496194799,116,3,0.565943834,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2
433,Al(HO)3,O,0.977495371,1,2.386010515,-2.092176354,108.5728295,-81.69403339,-5.835288099,14,3,0.041245371,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
439,InHO2,O,1.059184124,198,6.189004901,-1.739336723,158.6482866,-85.76039288,-5.360024555,16,3,0.042785834,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.000491175
457,Ti3(HO2)4,O,0.986129604,12,2.17504466,-2.283517291,420.8566415,-209.7243766,-6.990812552,30,3,0.379143664,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.00012305
459,H3CO3,O,0.986581197,14,1.650628129,-1.399038726,253.6447603,-165.9049892,-5.925178184,28,3,0.065947276,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.37E-05
504,Fe21HO32,O,1.546242864,160,4.509250421,-1.704558313,620.7742906,-351.6094184,-6.511285526,54,3,0.188555394,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,105.0384968
507,FeHO2,O,0.988038561,87,3.450508785,-1.599368624,171.037716,-88.75068654,-5.546917909,16,3,0.534979014,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.9173022
508,Ge7(H2O11)2,O,0.979117826,160,2.934598481,-1.01875065,489.1754839,-172.3049398,-5.221361812,33,3,0.563156318,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,7.3857907
509,Si2H2O3,O,0.978550153,1,2.004969647,-1.762727176,879.437122,-424.0234127,-6.057477324,70,3,0.385639493,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
511,H(CO)2,O,1.070406091,11,1.708093959,-0.933192531,221.7616984,-139.4022796,-6.970113979,20,3,0.2845647,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.000121925
519,B(HO)3,O,1.003968246,2,1.460451193,-1.92734271,281.2176013,-170.507984,-6.089570858,28,3,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
520,H4OF2,O,1.017826324,14,1.565829691,-1.716558534,246.1511764,-128.2464885,-4.580231732,28,3,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
521,AlHO2,O,1.03415692,31,3.423455784,-2.657633759,58.19434305,-52.21435693,-6.526794616,8,3,0.034325295,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
523,Ca(HO)2,O,0.97418711,164,2.197721272,-2.234217017,55.98243565,-28.14135208,-5.628270416,5,3,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
524,BaH4O3,O,0.976855562,26,3.531997162,-1.859708157,178.0491972,-84.98515827,-5.311572392,16,3,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,3.80E-06
525,NaHO,O,0.972866713,11,1.954764155,-1.610428415,67.95373483,-27.25782076,-4.542970127,6,3,0.000900912,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.00E-07
529,HIO3,O,1.011228262,19,4.335262986,-0.93743504,269.516697,-88.75166934,-4.437583467,20,3,0.016348469,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
533,Dy(HO)3,O,0.97305101,176,5.715429588,-2.31862659,124.0717431,-86.58675872,-6.18476848,14,3,0.009419156,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.00E-07
534,Tb(HO)3,O,0.972835355,176,5.574757613,-2.316692022,125.0729929,-86.61483329,-6.186773806,14,3,0.016327986,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.80E-06
536,H2SO4,O,1.012041517,14,1.984117033,-1.678602755,328.3337523,-154.7413774,-5.526477765,28,3,0.003698875,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
546,FeHO2,O,1.222527737,63,3.656401387,-0.753816965,80.70327613,-40.965265,-5.120658125,8,3,0.961238798,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.00038175
547,P(HO)4,O,1.026738106,56,1.748562735,-1.737020388,752.1539764,-407.904623,-5.665341986,72,3,0.016582251,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
551,H2SeO3,O,1.00830396,19,2.893851958,-1.273078049,296.0296539,-121.403398,-5.058474917,24,3,0.00344345,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
558,KH3O2,O,0.982279563,14,1.897013822,-1.549212887,259.5251165,-114.4648688,-4.769369532,24,3,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
559,RbH3O2,O,0.980687573,36,2.758175154,-1.536388129,145.0807424,-56.81880754,-4.734900628,12,3,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
561,SrH4O3,O,0.97557435,26,2.982039991,-1.882283351,155.527233,-84.88738223,-5.305461389,16,3,0.003163924,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,5.95E-06
562,Cd(HO)2,O,0.977954609,8,4.585591232,-1.325484199,106.0476391,-45.00885607,-4.500885607,10,3,0.066191312,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.25E-06
569,CsH3O2,O,1.230484473,141,4.027958248,-1.445226542,138.4578025,-55.55460509,-4.629550424,12,3,0.081606636,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
571,Mg5(HO3)2,O,0.967985612,164,3.060406232,-2.668675341,119.1182485,-74.63072515,-5.740825012,13,3,0.014934248,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0006368
572,Mg3(HO2)2,O,0.968209421,164,2.852839694,-2.498138809,161.730902,-101.4721445,-5.637341359,18,3,0.01710614,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,5.96E-05
577,V(HO)2,O,0.978555279,58,3.18497717,-1.615868023,88.58654133,-60.90100109,-6.090100109,10,3,0.111650997,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.97216145
582,Mg3(HO3)2,O,0.983422472,12,2.162454935,-1.848428827,131.2542617,-57.07687098,-5.188806453,11,3,0.209498859,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.61E-05
584,U(HO2)2,O,0.992044704,61,5.599402493,-2.629271424,360.662958,-212.6337807,-7.594063597,28,3,0.036544728,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.34E-05
585,FeHO2,O,1.020341478,31,4.263757467,-1.664287114,69.20740054,-48.24902619,-6.031128274,8,3,0.050768649,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,5
586,Al(HO)3,O,0.969756047,2,2.38147185,-2.095606744,217.5595003,-163.4841177,-5.83871849,28,3,0.03781498,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
588,HIO3,O,1.01023177,61,4.283620432,-0.935651264,545.5318831,-177.4319876,-4.435799691,40,3,0.018132245,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.000108525
589,H2CO2,O,0.990919701,33,1.421441765,-1.238403007,215.0687941,-121.5583565,-6.077917824,20,3,0.128917261,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
599,FeHO2,O,0.978356647,62,4.137124724,-1.715055763,142.6515227,-97.31035077,-6.081896923,16,3,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
600,AlHO2,O,0.976580836,11,2.920155223,-2.643597423,68.22437341,-52.10206624,-6.51275828,8,3,0.048361631,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,7.20E-06
601,AlHO2,O,0.996675523,1,2.740205756,-2.52436348,72.70467185,-51.1481947,-6.393524338,8,3,0.167595574,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,3.14E-05
602,H2CO,O,0.995594518,19,1.466250488,-0.727194493,136.0185404,-91.44274633,-5.715171646,16,3,0.314334471,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,6.50E-05
